Shipping Mode,Sales per customer,Benefit per order,Order Item Quantity,Actual Delivery Status,Predicted Delivery Status,Late Delivery Risk %,Risk Category,AI Recommendation
Second Class,327.9700012,81.98999786,4,Late,Late,82.02,High Risk,Expedite shipment immediately
Standard Class,244.8999939,85.72000122,5,On Time,On Time,41.39,Low Risk,Standard delivery process
Standard Class,79.19999695,12.90999985,3,Late,On Time,40.67,Low Risk,Standard delivery process
Standard Class,159.9799957,75.19000244,2,Late,On Time,40.16,Low Risk,Standard delivery process
Standard Class,82.98999786,28.04999924,1,On Time,On Time,39.06,Low Risk,Standard delivery process
Second Class,165.9900055,-18.76000023,1,Late,Late,81.21,High Risk,Expedite shipment immediately
Standard Class,175.9900055,55.09000015,1,Late,On Time,40.66,Low Risk,Standard delivery process
Same Day,109.1699982,51.31000137,3,On Time,On Time,49.42,Low Risk,Standard delivery process
First Class,224.9900055,110.2399979,1,Late,Late,95.94,High Risk,Expedite shipment immediately
First Class,191.9900055,90.23999786,1,Late,Late,96.97,High Risk,Expedite shipment immediately
Standard Class,205.0299988,59.45999908,1,On Time,On Time,39.36,Low Risk,Standard delivery process
Standard Class,87.98999786,40.47999954,1,On Time,On Time,41.37,Low Risk,Standard delivery process
Standard Class,50.38999939,24.69000053,1,On Time,On Time,40.14,Low Risk,Standard delivery process
Standard Class,46.47999954,23.23999977,1,On Time,On Time,41.56,Low Risk,Standard delivery process
First Class,86.97000122,24.35000038,2,Late,Late,96.58,High Risk,Expedite shipment immediately
Standard Class,101.9800034,27.54000092,2,On Time,On Time,39.78,Low Risk,Standard delivery process
First Class,35.18000031,13.18999958,2,Late,Late,95.65,High Risk,Expedite shipment immediately
Standard Class,346.3900146,56.45999908,1,On Time,On Time,40.69,Low Risk,Standard delivery process
Standard Class,106.5899963,36.02999878,1,On Time,On Time,40.37,Low Risk,Standard delivery process
Second Class,106.5899963,9.380000114,1,Late,Late,81.45,High Risk,Expedite shipment immediately
First Class,41.97999954,10.92000008,1,Late,Late,96.06,High Risk,Expedite shipment immediately
Standard Class,43.5,0.439999998,1,On Time,On Time,40.77,Low Risk,Standard delivery process
First Class,251.9799957,115.9100037,1,Late,Late,96.2,High Risk,Expedite shipment immediately
Standard Class,123.4899979,59.27999878,1,On Time,On Time,39.55,Low Risk,Standard delivery process
Standard Class,117.5999985,57.61999893,2,On Time,On Time,42.81,Low Risk,Standard delivery process
Standard Class,37.5,18.0,1,On Time,On Time,42.8,Low Risk,Standard delivery process
Standard Class,379.980011,98.80000305,1,On Time,On Time,40.25,Low Risk,Standard delivery process
Standard Class,127.5,63.75,3,Late,On Time,40.05,Low Risk,Standard delivery process
First Class,149.9900055,54.45000076,1,Late,Late,96.49,High Risk,Expedite shipment immediately
Standard Class,110.4899979,34.58000183,1,On Time,On Time,43.86,Low Risk,Standard delivery process
Standard Class,60.77999878,20.54000092,2,Late,On Time,43.78,Low Risk,Standard delivery process
Standard Class,52.18999863,25.04999924,1,Late,On Time,39.91,Low Risk,Standard delivery process
Standard Class,232.5,-23.95000076,5,Late,On Time,40.18,Low Risk,Standard delivery process
Standard Class,124.7900009,53.65999985,1,On Time,On Time,40.03,Low Risk,Standard delivery process
Same Day,49.47999954,2.470000029,1,On Time,On Time,48.43,Low Risk,Standard delivery process
Standard Class,44.09000015,-1.899999976,1,Late,On Time,39.47,Low Risk,Standard delivery process
Standard Class,391.980011,127.3899994,1,On Time,On Time,39.18,Low Risk,Standard delivery process
First Class,109.1900024,51.3199997,1,Late,Late,96.02,High Risk,Expedite shipment immediately
Standard Class,47.97999954,10.56000042,1,Late,On Time,39.8,Low Risk,Standard delivery process
Standard Class,339.9700012,127.4899979,4,Late,On Time,40.17,Low Risk,Standard delivery process
First Class,125.9499969,60.45999908,3,Late,Late,96.83,High Risk,Expedite shipment immediately
Standard Class,179.9900055,60.84000015,1,Late,On Time,40.5,Low Risk,Standard delivery process
Standard Class,138.0800018,-13.81000042,1,Late,On Time,39.28,Low Risk,Standard delivery process
Standard Class,191.9199982,47.97999954,4,Late,On Time,40.95,Low Risk,Standard delivery process
First Class,175.9900055,10.90999985,1,Late,Late,95.66,High Risk,Expedite shipment immediately
First Class,116.9899979,-23.39999962,1,Late,Late,96.7,High Risk,Expedite shipment immediately
First Class,126.0899963,6.300000191,1,Late,Late,95.99,High Risk,Expedite shipment immediately
Standard Class,10.67000008,3.069999933,1,On Time,On Time,36.97,Low Risk,Standard delivery process
Standard Class,374.9599915,172.4799957,5,On Time,On Time,40.54,Low Risk,Standard delivery process
Standard Class,406.1000061,-98.68000031,1,On Time,On Time,44.04,Low Risk,Standard delivery process
Standard Class,83.97000122,17.62999916,2,On Time,On Time,39.34,Low Risk,Standard delivery process
First Class,56.99000168,26.21999931,1,Late,Late,95.9,High Risk,Expedite shipment immediately
Standard Class,37.49000168,10.86999989,1,Late,On Time,40.52,Low Risk,Standard delivery process
Standard Class,37.49000168,17.98999977,1,On Time,On Time,39.27,Low Risk,Standard delivery process
Standard Class,245.9799957,110.6900024,1,On Time,On Time,41.46,Low Risk,Standard delivery process
First Class,151.1699982,71.05000305,3,Late,Late,96.98,High Risk,Expedite shipment immediately
Standard Class,41.5,10.78999996,1,On Time,On Time,40.22,Low Risk,Standard delivery process
Second Class,85.05000305,10.63000011,3,Late,Late,84.79,High Risk,Expedite shipment immediately
First Class,169.9900055,-263.4899902,1,Late,Late,96.36,High Risk,Expedite shipment immediately
Standard Class,103.9899979,37.75,1,On Time,On Time,45.73,Low Risk,Standard delivery process
Standard Class,148.5,17.8199997,3,On Time,On Time,39.66,Low Risk,Standard delivery process
Standard Class,107.8899994,4.75,1,Late,On Time,41.68,Low Risk,Standard delivery process
Standard Class,72.69999695,-60.56000137,5,Late,On Time,40.83,Low Risk,Standard delivery process
Standard Class,9.93999958,-6.949999809,1,On Time,On Time,40.05,Low Risk,Standard delivery process
Second Class,199.9900055,96.0,1,Late,Late,79.31,Medium Risk,Monitor shipment closely
Standard Class,299.980011,45.0,1,Late,On Time,41.07,Low Risk,Standard delivery process
First Class,169.9900055,63.75,1,Late,Late,96.16,High Risk,Expedite shipment immediately
Standard Class,269.9599915,-53.99000168,5,Late,On Time,40.29,Low Risk,Standard delivery process
Standard Class,126.0899963,44.13000107,1,On Time,On Time,40.11,Low Risk,Standard delivery process
Standard Class,89.63999939,-69.47000122,1,On Time,On Time,38.78,Low Risk,Standard delivery process
Standard Class,44.0,16.5,1,On Time,On Time,40.4,Low Risk,Standard delivery process
Standard Class,239.9799957,72.0,1,On Time,On Time,42.52,Low Risk,Standard delivery process
Second Class,120.8899994,4.840000153,1,Late,Late,76.93,Medium Risk,Monitor shipment closely
Second Class,331.9700012,-20.90999985,4,Late,Late,80.48,High Risk,Expedite shipment immediately
Standard Class,134.9799957,49.0,3,On Time,On Time,39.13,Low Risk,Standard delivery process
Standard Class,319.980011,96.0,1,On Time,On Time,41.47,Low Risk,Standard delivery process
Standard Class,290.9700012,32.88000107,3,On Time,On Time,40.12,Low Risk,Standard delivery process
Standard Class,71.97000122,25.90999985,3,On Time,On Time,40.14,Low Risk,Standard delivery process
Second Class,188.9600067,49.13000107,5,On Time,Late,83.69,High Risk,Expedite shipment immediately
First Class,103.9899979,6.239999771,1,Late,Late,96.23,High Risk,Expedite shipment immediately
First Class,95.95999908,46.06000137,2,Late,Late,96.07,High Risk,Expedite shipment immediately
Second Class,109.1800003,22.93000031,2,Late,Late,79.37,Medium Risk,Monitor shipment closely
Standard Class,104.3799973,37.88999939,2,Late,On Time,38.42,Low Risk,Standard delivery process
Standard Class,198.0,95.04000092,4,On Time,On Time,44.97,Low Risk,Standard delivery process
Standard Class,127.3899994,14.39999962,1,Late,On Time,39.87,Low Risk,Standard delivery process
Standard Class,149.9900055,-104.9899979,1,Late,On Time,40.59,Low Risk,Standard delivery process
Second Class,122.8399963,56.50999832,1,On Time,Late,78.88,Medium Risk,Monitor shipment closely
First Class,347.980011,95.69999695,1,Late,Late,96.29,High Risk,Expedite shipment immediately
First Class,158.0899963,0.0,1,Late,Late,97.04,High Risk,Expedite shipment immediately
Standard Class,49.79000092,3.730000019,1,On Time,On Time,39.87,Low Risk,Standard delivery process
Standard Class,103.9899979,32.54999924,1,On Time,On Time,40.0,Low Risk,Standard delivery process
First Class,351.9599915,17.60000038,4,Late,Late,96.85,High Risk,Expedite shipment immediately
Same Day,116.9899979,57.33000183,1,On Time,On Time,48.06,Low Risk,Standard delivery process
Standard Class,167.9900055,14.77999973,1,Late,On Time,39.24,Low Risk,Standard delivery process
First Class,151.9600067,49.38999939,4,Late,Late,96.58,High Risk,Expedite shipment immediately
First Class,118.7799988,-91.09999847,2,Late,Late,96.37,High Risk,Expedite shipment immediately
Standard Class,263.9599915,129.3399963,5,On Time,On Time,38.87,Low Risk,Standard delivery process
Standard Class,122.8399963,54.04999924,1,On Time,On Time,36.81,Low Risk,Standard delivery process
Second Class,248.9799957,84.16000366,1,Late,Late,80.08,High Risk,Expedite shipment immediately
Second Class,29.10000038,-5.820000172,1,Late,Late,81.22,High Risk,Expedite shipment immediately
Standard Class,263.9700012,124.0699997,3,On Time,On Time,39.48,Low Risk,Standard delivery process
Second Class,63.97999954,30.0699997,2,Late,Late,80.0,Medium Risk,Monitor shipment closely
Standard Class,42.0,4.75,1,Late,On Time,44.28,Low Risk,Standard delivery process
Standard Class,117.5800018,55.25999832,2,Late,On Time,40.32,Low Risk,Standard delivery process
First Class,33.24000168,4.159999847,1,Late,Late,95.47,High Risk,Expedite shipment immediately
First Class,95.98000336,25.92000008,2,Late,Late,96.03,High Risk,Expedite shipment immediately
Standard Class,395.980011,190.0700073,1,On Time,On Time,38.01,Low Risk,Standard delivery process
Standard Class,203.9700012,74.04000092,4,On Time,On Time,40.45,Low Risk,Standard delivery process
First Class,173.9900055,83.51999664,1,Late,Late,96.17,High Risk,Expedite shipment immediately
Standard Class,97.0,-150.3500061,2,On Time,On Time,41.79,Low Risk,Standard delivery process
Second Class,130.5,63.95000076,3,Late,Late,80.51,High Risk,Expedite shipment immediately
Standard Class,189.0,-126.0599976,4,On Time,On Time,42.79,Low Risk,Standard delivery process
Second Class,95.0,28.5,2,Late,Late,78.98,Medium Risk,Monitor shipment closely
Standard Class,383.980011,-633.5700073,1,On Time,On Time,38.5,Low Risk,Standard delivery process
Standard Class,122.8399963,33.16999817,1,On Time,On Time,39.45,Low Risk,Standard delivery process
Standard Class,39.59000015,13.38000011,1,Late,On Time,40.33,Low Risk,Standard delivery process
First Class,10.90999985,0.270000011,1,Late,Late,95.71,High Risk,Expedite shipment immediately
Standard Class,118.2900009,31.94000053,1,Late,On Time,39.22,Low Risk,Standard delivery process
Second Class,149.9900055,75.0,1,Late,Late,81.69,High Risk,Expedite shipment immediately
Second Class,83.97000122,30.47999954,2,Late,Late,79.62,Medium Risk,Monitor shipment closely
Standard Class,103.9899979,4.159999847,1,Late,On Time,40.62,Low Risk,Standard delivery process
Same Day,296.9500122,48.40000153,5,Late,Late,55.67,Medium Risk,Monitor shipment closely
Second Class,97.48999786,7.309999943,1,Late,Late,80.93,High Risk,Expedite shipment immediately
Second Class,169.9799957,-21.93000031,2,Late,Late,79.34,Medium Risk,Monitor shipment closely
Standard Class,347.980011,97.44000244,1,Late,On Time,40.77,Low Risk,Standard delivery process
Standard Class,127.3899994,63.70000076,1,Late,On Time,39.59,Low Risk,Standard delivery process
Standard Class,169.9900055,27.70999908,1,Late,On Time,38.11,Low Risk,Standard delivery process
Standard Class,188.9199982,88.79000092,4,On Time,On Time,38.61,Low Risk,Standard delivery process
Second Class,49.0,5.539999962,1,Late,Late,81.02,High Risk,Expedite shipment immediately
Standard Class,351.9599915,70.38999939,4,On Time,On Time,40.42,Low Risk,Standard delivery process
Standard Class,33.97999954,11.03999996,2,On Time,On Time,40.4,Low Risk,Standard delivery process
Standard Class,58.79000092,28.21999931,1,On Time,On Time,40.07,Low Risk,Standard delivery process
Second Class,43.47999954,14.13000011,1,Late,Late,78.21,Medium Risk,Monitor shipment closely
Standard Class,129.9900055,-8.18999958,1,On Time,On Time,38.91,Low Risk,Standard delivery process
Standard Class,118.2900009,48.5,1,On Time,On Time,42.4,Low Risk,Standard delivery process
Second Class,98.95999908,47.5,4,Late,Late,80.13,High Risk,Expedite shipment immediately
Standard Class,173.9900055,0.0,1,On Time,On Time,39.49,Low Risk,Standard delivery process
Standard Class,118.7799988,55.83000183,2,Late,On Time,40.42,Low Risk,Standard delivery process
Standard Class,97.0,-15.81000042,2,Late,On Time,41.16,Low Risk,Standard delivery process
Second Class,124.7900009,12.47999954,1,Late,Late,79.76,Medium Risk,Monitor shipment closely
Standard Class,107.9800034,37.79000092,2,Late,On Time,40.48,Low Risk,Standard delivery process
First Class,189.9199982,37.97999954,4,Late,Late,96.48,High Risk,Expedite shipment immediately
Standard Class,149.9400024,11.25,4,On Time,On Time,40.9,Low Risk,Standard delivery process
Standard Class,45.0,21.14999962,1,Late,On Time,40.31,Low Risk,Standard delivery process
Second Class,335.980011,109.1900024,1,Late,Late,81.16,High Risk,Expedite shipment immediately
First Class,391.980011,62.72000122,1,Late,Late,96.07,High Risk,Expedite shipment immediately
Standard Class,242.5,43.65000153,5,On Time,On Time,40.8,Low Risk,Standard delivery process
Standard Class,44.97999954,11.69999981,2,Late,On Time,40.49,Low Risk,Standard delivery process
Standard Class,319.980011,89.59999847,1,On Time,On Time,40.89,Low Risk,Standard delivery process
Second Class,174.5700073,83.79000092,3,Late,Late,83.33,High Risk,Expedite shipment immediately
First Class,110.4899979,51.93000031,1,Late,Late,95.71,High Risk,Expedite shipment immediately
Same Day,56.99000168,-1.649999976,1,Late,Late,54.85,Medium Risk,Monitor shipment closely
Standard Class,167.1600037,55.15999985,1,Late,On Time,39.66,Low Risk,Standard delivery process
Same Day,97.48999786,28.07999992,1,On Time,Late,51.7,Medium Risk,Monitor shipment closely
Second Class,387.6400146,-1027.25,1,Late,Late,80.64,High Risk,Expedite shipment immediately
First Class,181.2899933,47.13999939,1,Late,Late,95.84,High Risk,Expedite shipment immediately
Standard Class,179.9900055,1.799999952,1,Late,On Time,39.29,Low Risk,Standard delivery process
Standard Class,299.9899902,84.0,1,Late,On Time,39.39,Low Risk,Standard delivery process
Standard Class,263.980011,126.7099991,1,On Time,On Time,40.35,Low Risk,Standard delivery process
Standard Class,52.79000092,25.87000084,1,On Time,On Time,40.63,Low Risk,Standard delivery process
Same Day,215.9600067,75.58999634,4,On Time,On Time,48.14,Low Risk,Standard delivery process
Standard Class,63.72000122,5.610000134,3,Late,On Time,40.57,Low Risk,Standard delivery process
Standard Class,69.58000183,34.09999847,2,On Time,On Time,39.48,Low Risk,Standard delivery process
Standard Class,251.9799957,50.40000153,1,On Time,On Time,40.81,Low Risk,Standard delivery process
